hf_id,hf_name,indicator,iqr,sd,ttt
qS7NgMcFFdg,Deneba Health Center,bcg,0.0,0.0,1.0
M4XlARF5867,Wariba health post,bcg,0.0,0.0,1.0
M4XlARF5867,Wariba health post,ipv,0.0,0.0,1.0
M4XlARF5867,Wariba health post,penta3,0.0,0.0,1.0
M4XlARF5867,Wariba health post,mcv1,1.0,1.0,1.0
M4XlARF5867,Wariba health post,rota2,0.0,0.0,1.0
M4XlARF5867,Wariba health post,full_vacc,1.0,1.0,1.0
fDliFi0EQx6,Harobakelo Health Post,ipv,2.0,1.0,1.0
fDliFi0EQx6,Harobakelo Health Post,penta1,1.0,1.0,1.0
fDliFi0EQx6,Harobakelo Health Post,penta3,2.0,1.0,1.0
fDliFi0EQx6,Harobakelo Health Post,mcv1,2.0,1.0,2.0
fDliFi0EQx6,Harobakelo Health Post,rota2,1.0,1.0,1.0
fDliFi0EQx6,Harobakelo Health Post,full_vacc,2.0,1.0,2.0
gIQZw8Se8Ks,Gabla Health post,ipv,0.0,0.0,2.0
gIQZw8Se8Ks,Gabla Health post,penta3,0.0,0.0,2.0
gIQZw8Se8Ks,Gabla Health post,mcv1,2.0,1.0,1.0
gIQZw8Se8Ks,Gabla Health post,rota2,0.0,0.0,1.0
gIQZw8Se8Ks,Gabla Health post,full_vacc,2.0,1.0,1.0
lQVS7vFzJQd,Chewudiba Health Post,bcg,0.0,0.0,2.0
lQVS7vFzJQd,Chewudiba Health Post,ipv,0.0,1.0,2.0
lQVS7vFzJQd,Chewudiba Health Post,penta1,0.0,0.0,2.0
lQVS7vFzJQd,Chewudiba Health Post,penta3,0.0,1.0,2.0
lQVS7vFzJQd,Chewudiba Health Post,mcv1,0.0,0.0,2.0
lQVS7vFzJQd,Chewudiba Health Post,rota2,2.0,0.0,2.0
lQVS7vFzJQd,Chewudiba Health Post,full_vacc,0.0,0.0,2.0
YQ1HiALwovs,Gift Health Center,penta1,0.0,0.0,1.0
YQ1HiALwovs,Gift Health Center,rota2,0.0,1.0,1.0
E2eR45AwfT0,Gubiya Health Post,penta1,0.0,0.0,1.0
E2eR45AwfT0,Gubiya Health Post,mcv1,1.0,0.0,1.0
E2eR45AwfT0,Gubiya Health Post,full_vacc,1.0,0.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,bcg,1.0,1.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,ipv,2.0,1.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,penta1,2.0,1.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,penta3,2.0,1.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,mcv1,2.0,1.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,rota2,2.0,1.0,1.0
TStzT0OsDPa,Meskele kirstos Health Post,full_vacc,2.0,1.0,1.0
QmwayA2mug7,Awuzet Health Post,ipv,0.0,0.0,1.0
QmwayA2mug7,Awuzet Health Post,penta1,0.0,0.0,2.0
QmwayA2mug7,Awuzet Health Post,penta3,0.0,0.0,1.0
QmwayA2mug7,Awuzet Health Post,mcv1,1.0,1.0,1.0
QmwayA2mug7,Awuzet Health Post,rota2,1.0,1.0,1.0
QmwayA2mug7,Awuzet Health Post,full_vacc,1.0,1.0,1.0
BlACjdkvO0h,Dubaba Health Post,mcv1,1.0,1.0,1.0
BlACjdkvO0h,Dubaba Health Post,full_vacc,1.0,1.0,1.0
h5ZanlHr0NB,Gashena Health Post,penta1,0.0,1.0,1.0
h5ZanlHr0NB,Gashena Health Post,penta3,0.0,0.0,1.0
h5ZanlHr0NB,Gashena Health Post,mcv1,1.0,1.0,1.0
h5ZanlHr0NB,Gashena Health Post,rota2,0.0,0.0,1.0
h5ZanlHr0NB,Gashena Health Post,full_vacc,1.0,0.0,1.0
xMOgcra7QMY,Wolidya Health Center,bcg,1.0,1.0,1.0
xMOgcra7QMY,Wolidya Health Center,penta1,1.0,1.0,1.0
xMOgcra7QMY,Wolidya Health Center,mcv1,2.0,1.0,1.0
xMOgcra7QMY,Wolidya Health Center,full_vacc,2.0,1.0,1.0
umwDRE0DL0K,zenefel Health Post,ipv,1.0,1.0,1.0
umwDRE0DL0K,zenefel Health Post,penta1,0.0,1.0,1.0
umwDRE0DL0K,zenefel Health Post,penta3,1.0,1.0,1.0
umwDRE0DL0K,zenefel Health Post,mcv1,0.0,0.0,1.0
umwDRE0DL0K,zenefel Health Post,rota2,0.0,0.0,1.0
umwDRE0DL0K,zenefel Health Post,full_vacc,0.0,0.0,1.0
zFrKXFu20dU,Negode Health Post,mcv1,0.0,1.0,1.0
zFrKXFu20dU,Negode Health Post,full_vacc,0.0,1.0,1.0
YEtNNyheExr,Jabela Health Post,bcg,0.0,0.0,1.0
YEtNNyheExr,Jabela Health Post,ipv,0.0,0.0,1.0
YEtNNyheExr,Jabela Health Post,penta3,0.0,0.0,1.0
YEtNNyheExr,Jabela Health Post,mcv1,0.0,0.0,1.0
YEtNNyheExr,Jabela Health Post,full_vacc,0.0,0.0,1.0
amlZ1fqneyT,Mayi Agitam Health Post,bcg,1.0,0.0,1.0
amlZ1fqneyT,Mayi Agitam Health Post,ipv,1.0,1.0,1.0
amlZ1fqneyT,Mayi Agitam Health Post,penta1,1.0,1.0,1.0
amlZ1fqneyT,Mayi Agitam Health Post,penta3,1.0,1.0,1.0
amlZ1fqneyT,Mayi Agitam Health Post,mcv1,2.0,1.0,2.0
amlZ1fqneyT,Mayi Agitam Health Post,rota2,1.0,1.0,1.0
amlZ1fqneyT,Mayi Agitam Health Post,full_vacc,2.0,1.0,2.0
SupqzqHjuW7,Serity Health Post,bcg,0.0,0.0,1.0
SupqzqHjuW7,Serity Health Post,mcv1,0.0,0.0,1.0
SupqzqHjuW7,Serity Health Post,full_vacc,0.0,0.0,1.0
gWpbSPa0u0X,Ashewa Lute Health Post,bcg,1.0,0.0,0.0
gWpbSPa0u0X,Ashewa Lute Health Post,ipv,0.0,0.0,1.0
gWpbSPa0u0X,Ashewa Lute Health Post,penta1,1.0,0.0,0.0
gWpbSPa0u0X,Ashewa Lute Health Post,mcv1,1.0,1.0,1.0
gWpbSPa0u0X,Ashewa Lute Health Post,full_vacc,1.0,1.0,1.0
FVxIMLHygYW,Eranbuti Health Post,mcv1,0.0,0.0,1.0
FVxIMLHygYW,Eranbuti Health Post,full_vacc,0.0,0.0,1.0
Lt7te8d1vqB,Jirota Health Post,bcg,2.0,0.0,1.0
Lt7te8d1vqB,Jirota Health Post,penta1,2.0,0.0,1.0
Lt7te8d1vqB,Jirota Health Post,mcv1,1.0,1.0,1.0
Lt7te8d1vqB,Jirota Health Post,rota2,0.0,0.0,1.0
Lt7te8d1vqB,Jirota Health Post,full_vacc,1.0,1.0,1.0
QwXdzF7g13U,Sentel Health Post,bcg,0.0,0.0,1.0
QwXdzF7g13U,Sentel Health Post,ipv,2.0,0.0,1.0
QwXdzF7g13U,Sentel Health Post,penta1,1.0,1.0,1.0
QwXdzF7g13U,Sentel Health Post,penta3,2.0,1.0,1.0
QwXdzF7g13U,Sentel Health Post,mcv1,1.0,1.0,1.0
QwXdzF7g13U,Sentel Health Post,rota2,1.0,1.0,1.0
QwXdzF7g13U,Sentel Health Post,full_vacc,2.0,1.0,1.0
qRWNnsX2UCg,Felege Birhan Health Post,bcg,0.0,0.0,1.0
qRWNnsX2UCg,Felege Birhan Health Post,penta1,0.0,0.0,1.0
qRWNnsX2UCg,Felege Birhan Health Post,mcv1,1.0,1.0,1.0
qRWNnsX2UCg,Felege Birhan Health Post,full_vacc,1.0,1.0,1.0
xlfkh8xXAbM,Senketa Health Post,penta1,0.0,1.0,1.0
xlfkh8xXAbM,Senketa Health Post,mcv1,0.0,0.0,1.0
xlfkh8xXAbM,Senketa Health Post,full_vacc,0.0,0.0,1.0
WOV8FwsiUAj,Ateta Health Post,ipv,0.0,0.0,1.0
WOV8FwsiUAj,Ateta Health Post,penta3,0.0,0.0,1.0
WOV8FwsiUAj,Ateta Health Post,mcv1,0.0,0.0,1.0
WOV8FwsiUAj,Ateta Health Post,full_vacc,0.0,0.0,1.0
goamX1FMsZG,Gebreal Health Post,penta1,0.0,1.0,1.0
goamX1FMsZG,Gebreal Health Post,mcv1,1.0,1.0,1.0
goamX1FMsZG,Gebreal Health Post,rota2,0.0,0.0,1.0
goamX1FMsZG,Gebreal Health Post,full_vacc,1.0,1.0,1.0
